player,playertoi,teamtoi,toi_perc,TOI_QOT,TOI_QOC,game_strength,last_team,all_teams,last_update,team,Pos
OLLI MAATTA,1320.6833333333334,3748.1833333333334,0.3523529176356546,0.27329921038990795,0.29021410210816995,5v5,UTA,DET/UTA,2025-10-15 18:12:13,DET,D
JAMIE DRYSDALE,1172.2333333333333,3475.383333333333,0.33729612560724714,0.2732433971701378,0.2862980862458285,5v5,PHI,PHI,2025-10-15 18:12:13,PHI,D
BRADY SKJEI,1398.7,3974.7166666666667,0.351899296805223,0.2732427244409235,0.29048311908310737,5v5,NSH,NSH,2025-10-15 18:12:13,NSH,D
CURTIS LAZAR,450.1,2359.9166666666665,0.1907270736961051,0.2732405662039837,0.2804697961747661,5v5,N.J,N.J,2025-10-15 18:12:13,N.J,F
KEVIN KORCHINSKI,253.66666666666666,810.6333333333333,0.31292405115341915,0.2731978781720723,0.2835559491816197,5v5,CHI,CHI,2025-10-15 18:12:13,CHI,D
MATT ROY,1193.5166666666667,3401.6,0.3508691988084039,0.273169539857131,0.2894124343784931,5v5,WSH,WSH,2025-10-15 18:12:13,WSH,D
LUKE SCHENN,1098.7666666666667,3703.0666666666666,0.29671803550210635,0.27316394522449783,0.2844755922122066,5v5,WPG,NSH/WPG,2025-10-15 18:12:13,NSH,D
LUKE SCHENN,1098.7666666666667,3703.0666666666666,0.29671803550210635,0.27316394522449783,0.2844755922122066,5v5,WPG,NSH/WPG,2025-10-15 18:12:13,WPG,D
CONNOR MURPHY,1216.0,3403.0833333333335,0.35732301589245047,0.27311536277695125,0.29162102869517265,5v5,CHI,CHI,2025-10-15 18:12:13,CHI,D
JAYDEN STRUBLE,788.1833333333333,2707.0666666666666,0.2911577106831503,0.27311284509279127,0.28173117734835595,5v5,MTL,MTL,2025-10-15 18:12:13,MTL,D
DEREK RYAN,320.5833333333333,1789.4333333333334,0.179153549540823,0.2729631905113523,0.2792228276566435,5v5,EDM,EDM,2025-10-15 18:12:13,EDM,F
MARTIN FEHERVARY,1247.3666666666666,3961.9333333333334,0.3148378737653334,0.2729593516966006,0.2892383549474893,5v5,WSH,WSH,2025-10-15 18:12:13,WSH,D
ADAM BOQVIST,407.0833333333333,1707.1833333333334,0.2384532026437309,0.27294345041912665,0.2819969296915406,5v5,NYI,FLA/NYI,2025-10-15 18:12:13,FLA,D
ADAM BOQVIST,407.0833333333333,1707.1833333333334,0.2384532026437309,0.27294345041912665,0.2819969296915406,5v5,NYI,FLA/NYI,2025-10-15 18:12:13,NYI,D
NIKITA ZADOROV,1419.7,3955.9166666666665,0.3588801584125045,0.2729005619824446,0.2914252647329213,5v5,BOS,BOS,2025-10-15 18:12:13,BOS,D
MATT DUMBA,895.3,3069.383333333333,0.29168725531187045,0.2727870627964985,0.2845276524018377,5v5,DAL,DAL,2025-10-15 18:12:13,DAL,D
JUSTIN ROBIDAS,21.733333333333334,103.03333333333333,0.2109349725008088,0.2727201815628671,0.2708857694357537,5v5,CAR,CAR,2025-10-15 18:12:13,CAR,F
RILEY DURAN,24.233333333333334,96.31666666666666,0.25160062294514624,0.2726758563393537,0.2824985825360605,5v5,BOS,BOS,2025-10-15 18:12:13,BOS,F
MATT REMPE,355.4166666666667,2078.9666666666667,0.17095832865686478,0.27261273747595544,0.2757698553650428,5v5,NYR,NYR,2025-10-15 18:12:13,NYR,F
NOAH PHILP,133.35,754.6666666666666,0.1767005300353357,0.27255490305929425,0.2741701395532265,5v5,EDM,EDM,2025-10-15 18:12:13,EDM,F
AUSTIN WATSON,99.78333333333333,654.3666666666667,0.15248841118638887,0.27251060087013845,0.26914963020524635,5v5,DET,DET,2025-10-15 18:12:13,DET,F
HENRY THRUN,948.5833333333334,2917.75,0.325107817096507,0.27249190605001905,0.28730237754966553,5v5,S.J,S.J,2025-10-15 18:12:13,S.J,D
NOLAN ALLAN,599.45,2112.3333333333335,0.2837857030140445,0.27241986098995274,0.28549846053583366,5v5,CHI,CHI,2025-10-15 18:12:13,CHI,D
TROY STECHER,860.9833333333333,3267.6833333333334,0.2634843237563819,0.2723328530744032,0.2855135582239466,5v5,EDM,EDM,2025-10-15 18:12:13,EDM,D
SAM CARRICK,850.15,3922.5333333333333,0.21673493320643122,0.27228728156681453,0.2819310528512156,5v5,NYR,NYR,2025-10-15 18:12:13,NYR,F
ANDREW PEEKE,1237.0,3702.8,0.3340715134492816,0.2722729367302473,0.28762429605456935,5v5,BOS,BOS,2025-10-15 18:12:13,BOS,D
RYAN SUTER,1395.3333333333333,4115.516666666666,0.339042080581215,0.2722666232907374,0.28647282147699415,5v5,STL,STL,2025-10-15 18:12:13,STL,D
MATTHEW ROBERTSON,32.95,106.6,0.30909943714821764,0.27221478095480545,0.2774975555344005,5v5,NYR,NYR,2025-10-15 18:12:13,NYR,D
JOEL EDMUNDSON,1301.7166666666667,3615.1666666666665,0.36007099718777374,0.2722135342824642,0.28736926673958924,5v5,L.A,L.A,2025-10-15 18:12:13,L.A,D
EGOR ZAMULA,945.4,3118.733333333333,0.30313588850174217,0.27219473341493183,0.285254581009018,5v5,PHI,PHI,2025-10-15 18:12:13,PHI,D
JEFFREY VIEL,38.233333333333334,244.78333333333333,0.15619255123578676,0.27210260829718613,0.2798880734324088,5v5,BOS,BOS,2025-10-15 18:12:13,BOS,F
DREW HELLESON,839.2166666666667,2721.5666666666666,0.3083579310936103,0.2720693329987512,0.28487138281612745,5v5,ANA,ANA,2025-10-15 18:12:13,ANA,D
DAKOTA MERMIS,59.35,196.48333333333332,0.3020612435321062,0.2719854318379381,0.2793754112063956,5v5,TOR,UTA/TOR,2025-10-15 18:12:13,TOR,D
DAKOTA MERMIS,59.35,196.48333333333332,0.3020612435321062,0.2719854318379381,0.2793754112063956,5v5,TOR,UTA/TOR,2025-10-15 18:12:13,UTA,D
ZACH WHITECLOUD,1200.9166666666667,3813.6833333333334,0.3148967970597104,0.2719607122018383,0.286606804181991,5v5,VGK,VGK,2025-10-15 18:12:13,VGK,D
ZAC JONES,699.8166666666667,2226.766666666667,0.314274808017604,0.2718813168786914,0.28408313864248286,5v5,NYR,NYR,2025-10-15 18:12:13,NYR,D
MICHAEL SGARBOSSA,27.933333333333334,140.91666666666666,0.19822590183323477,0.2718112412103164,0.2761150248530338,5v5,WSH,WSH,2025-10-15 18:12:13,WSH,F
SKYLER BRIND'AMOUR,26.1,95.08333333333333,0.27449605609114813,0.271779024309646,0.2788993675330298,5v5,CAR,CAR,2025-10-15 18:12:13,CAR,F
AKIL THOMAS,243.33333333333334,1243.0666666666666,0.19575244020165183,0.2716496079115353,0.278025803770213,5v5,L.A,L.A,2025-10-15 18:12:13,L.A,F
MICHAEL EYSSIMONT,807.7666666666667,3778.6666666666665,0.21377028934368383,0.2716414398786244,0.2813924150328419,5v5,SEA,T.B/SEA,2025-10-15 18:12:13,T.B,F
MICHAEL EYSSIMONT,807.7666666666667,3778.6666666666665,0.21377028934368383,0.2716414398786244,0.2813924150328419,5v5,SEA,T.B/SEA,2025-10-15 18:12:13,SEA,F
CARTER MAZUR,1.1666666666666667,46.666666666666664,0.025,0.2716353109525777,0.2734308505233289,5v5,DET,DET,2025-10-15 18:12:13,DET,F
CHASE BRADLEY,11.15,99.28333333333333,0.11230485143528622,0.27154147412239343,0.269601130632682,5v5,COL,COL,2025-10-15 18:12:13,COL,F
JACOB MELANSON,9.883333333333333,49.333333333333336,0.20033783783783785,0.2714620115107891,0.2695385474126091,5v5,SEA,SEA,2025-10-15 18:12:13,SEA,F
JACOB BRYSON,631.2,2328.766666666667,0.2710447590283841,0.27106158137428543,0.28571645761067443,5v5,BUF,BUF,2025-10-15 18:12:13,BUF,D
GUILLAUME BRISEBOIS,46.46666666666667,150.93333333333334,0.30786219081272087,0.2710522177175452,0.2854520935628104,5v5,VAN,VAN,2025-10-15 18:12:13,VAN,D
MORGAN BARRON,668.05,3717.5833333333335,0.17970007397278698,0.27099484002548163,0.2791609455038085,5v5,WPG,WPG,2025-10-15 18:12:13,WPG,F
IAN COLE,1374.6666666666667,3990.766666666667,0.34446179932009724,0.27093418675159303,0.2880765201622519,5v5,UTA,UTA,2025-10-15 18:12:13,UTA,D
LIAN BICHSEL,539.3333333333334,1841.8833333333334,0.292816229764824,0.2709181949488664,0.2832223153764722,5v5,DAL,DAL,2025-10-15 18:12:13,DAL,D
IVAN IVAN,348.68333333333334,1929.95,0.18066962011105642,0.27089904939945464,0.28088117529722906,5v5,COL,COL,2025-10-15 18:12:13,COL,F
NIKITA GREBENKIN,58.916666666666664,338.06666666666666,0.17427529086965096,0.2708897694951719,0.2780401064990531,5v5,TOR,TOR,2025-10-15 18:12:13,TOR,F
MIKE REILLY,237.75,903.45,0.2631578947368421,0.2708710507564772,0.2835802358719372,5v5,NYI,NYI,2025-10-15 18:12:13,NYI,D
BRIAN DUMOULIN,1332.0833333333333,3918.15,0.3399776254950253,0.27083955977134205,0.2912802868803705,5v5,N.J,ANA/N.J,2025-10-15 18:12:13,ANA,D
BRIAN DUMOULIN,1332.0833333333333,3918.15,0.3399776254950253,0.27083955977134205,0.2912802868803705,5v5,N.J,ANA/N.J,2025-10-15 18:12:13,N.J,D
PARKER FORD,22.683333333333334,151.45,0.14977440299328712,0.2708255513649663,0.2905277124130451,5v5,WPG,WPG,2025-10-15 18:12:13,WPG,F
SAMUEL HELENIUS,428.3333333333333,2484.0333333333333,0.17243461574589714,0.27079641669715276,0.2734146620183435,5v5,L.A,L.A,2025-10-15 18:12:13,L.A,F
RYAN REAVES,271.03333333333336,1688.5666666666666,0.16051088694553567,0.2707832310031025,0.27668994798084906,5v5,TOR,TOR,2025-10-15 18:12:13,TOR,F
ANDRE LEE,171.95,892.9666666666667,0.19256037926014408,0.270734977748228,0.2791551199830339,5v5,L.A,L.A,2025-10-15 18:12:13,L.A,F
BRENDEN DILLON,1268.2833333333333,4026.9,0.3149527759153029,0.2707114650863606,0.2875304837321046,5v5,N.J,N.J,2025-10-15 18:12:13,N.J,D
DYLAN COGHLAN,86.03333333333333,305.43333333333334,0.2816763068863909,0.2706373577485367,0.2837250015335858,5v5,WPG,WPG,2025-10-15 18:12:13,WPG,D
STEVEN SANTINI,11.616666666666667,55.9,0.20781156827668457,0.2705310585268864,0.2791851984819177,5v5,T.B,T.B,2025-10-15 18:12:13,T.B,D
ZEMGUS GIRGENSONS,822.8833333333333,4055.65,0.20289801470376717,0.27053105582486536,0.2803202718274048,5v5,T.B,T.B,2025-10-15 18:12:13,T.B,F
EMIL ANDRAE,641.55,2099.5666666666666,0.30556305269341294,0.27051179961174243,0.28384598005743017,5v5,PHI,PHI,2025-10-15 18:12:13,PHI,D
SIMON BENOIT,1108.65,3813.4666666666667,0.29071973007936786,0.2705010344610944,0.2845234376994999,5v5,TOR,TOR,2025-10-15 18:12:13,TOR,D
CARSON SOUCY,1155.4,3638.866666666667,0.31751644284850594,0.27048082513447796,0.2908077382559807,5v5,NYR,VAN/NYR,2025-10-15 18:12:13,VAN,D
CARSON SOUCY,1155.4,3638.866666666667,0.31751644284850594,0.27048082513447796,0.2908077382559807,5v5,NYR,VAN/NYR,2025-10-15 18:12:13,NYR,D
BRADEN SCHNEIDER,1255.5333333333333,3915.8166666666666,0.32063128593865053,0.2704426943560872,0.2845916105359725,5v5,NYR,NYR,2025-10-15 18:12:13,NYR,D
NICK DESIMONE,299.1666666666667,1008.7666666666667,0.2965667646961636,0.27043221066892126,0.2823413453187621,5v5,UTA,UTA,2025-10-15 18:12:13,UTA,D
HELGE GRANS,82.28333333333333,314.68333333333334,0.2614797945024098,0.2703835118420566,0.2844346091790848,5v5,PHI,PHI,2025-10-15 18:12:13,PHI,D
BOKONDJI IMAMA,89.63333333333334,810.2166666666667,0.11062884413634214,0.2703234785702506,0.27538786749519356,5v5,PIT,PIT,2025-10-15 18:12:13,PIT,F
JOHN FARINACCI,10.05,51.71666666666667,0.19432806961005478,0.27031209258075845,0.27872690155805613,5v5,BOS,BOS,2025-10-15 18:12:13,BOS,F
JAN JENIK,15.383333333333333,102.45,0.15015454693346347,0.27028123841393126,0.2746081031604014,5v5,OTT,OTT,2025-10-15 18:12:13,OTT,F
DAMON SEVERSON,1164.6166666666666,3483.616666666667,0.3343125200342556,0.2702617798182266,0.28734167353919743,5v5,CBJ,CBJ,2025-10-15 18:12:13,CBJ,D
TYLER TUCKER,512.6,1891.15,0.2710520053935436,0.27019166422015384,0.27853225929011177,5v5,STL,STL,2025-10-15 18:12:13,STL,D
DYLAN MCILRATH,192.73333333333332,806.7,0.2389157472831701,0.2699663006892062,0.2811088663692849,5v5,WSH,WSH,2025-10-15 18:12:13,WSH,D
WALKER DUEHR,204.45,1180.6666666666667,0.1731648785996612,0.2698939370160149,0.276764652642365,5v5,S.J,CGY/S.J,2025-10-15 18:12:13,CGY,F
WALKER DUEHR,204.45,1180.6666666666667,0.1731648785996612,0.2698939370160149,0.276764652642365,5v5,S.J,CGY/S.J,2025-10-15 18:12:13,S.J,F
RYAN UFKO,15.616666666666667,48.583333333333336,0.32144082332761575,0.2698084956293241,0.2837421132084496,5v5,NSH,NSH,2025-10-15 18:12:13,NSH,D
JOSH MAHURA,829.2333333333333,3157.4,0.2626317011887418,0.2698025324017182,0.2798677454414505,5v5,SEA,SEA,2025-10-15 18:12:13,SEA,D
ALEX STEEVES,67.18333333333334,337.6666666666667,0.1989634748272458,0.26975636858271457,0.28012710527277346,5v5,TOR,TOR,2025-10-15 18:12:13,TOR,F
OWEN PICKERING,332.53333333333336,1217.35,0.2731616489368984,0.2697149664338225,0.2852686403665592,5v5,PIT,PIT,2025-10-15 18:12:13,PIT,D
TJ BRODIE,807.5333333333333,2684.366666666667,0.3008282524742025,0.2696835878515173,0.2836237958125157,5v5,CHI,CHI,2025-10-15 18:12:13,CHI,D
CONOR TIMMINS,995.6166666666667,3318.0666666666666,0.3000592714633019,0.269673574297783,0.2852403884721039,5v5,PIT,TOR/PIT,2025-10-15 18:12:13,TOR,D
CONOR TIMMINS,995.6166666666667,3318.0666666666666,0.3000592714633019,0.269673574297783,0.2852403884721039,5v5,PIT,TOR/PIT,2025-10-15 18:12:13,PIT,D
ERIK JOHNSON,456.96666666666664,1734.8833333333334,0.26339907582642447,0.269663588883369,0.2857834391425872,5v5,COL,PHI/COL,2025-10-15 18:12:13,PHI,D
ERIK JOHNSON,456.96666666666664,1734.8833333333334,0.26339907582642447,0.269663588883369,0.2857834391425872,5v5,COL,PHI/COL,2025-10-15 18:12:13,COL,D
JEFF MALOTT,119.48333333333333,567.1833333333333,0.2106608680320884,0.26961604601520817,0.27659744170172945,5v5,L.A,L.A,2025-10-15 18:12:13,L.A,F
JACK THOMPSON,427.2,1488.5333333333333,0.2869939089931924,0.26955152726189546,0.28441993224225054,5v5,S.J,S.J,2025-10-15 18:12:13,S.J,D
URHO VAAKANAINEN,785.0333333333333,2516.75,0.3119234462435019,0.2695292283415016,0.2848934635944897,5v5,NYR,ANA/NYR,2025-10-15 18:12:13,NYR,D
URHO VAAKANAINEN,785.0333333333333,2516.75,0.3119234462435019,0.2695292283415016,0.2848934635944897,5v5,NYR,ANA/NYR,2025-10-15 18:12:13,ANA,D
DEREK FORBORT,778.2,2654.2,0.29319568985004896,0.26948294167728976,0.2876188482999794,5v5,VAN,VAN,2025-10-15 18:12:13,VAN,D
RYAN LOMBERG,677.4833333333333,3910.383333333333,0.17325240918409535,0.2693972434959114,0.28065174920334024,5v5,CGY,CGY,2025-10-15 18:12:13,CGY,F
BRENDAN SMITH,388.2,1577.7,0.2460543829625404,0.26938561177064524,0.2804219165746587,5v5,DAL,DAL,2025-10-15 18:12:13,DAL,D
KEVIN ROONEY,517.3333333333334,3440.9666666666667,0.15034534869077487,0.26935151280349273,0.27946633450985947,5v5,CGY,CGY,2025-10-15 18:12:13,CGY,F
NICOLAS HAGUE,1074.6166666666666,3517.116666666667,0.3055391016315448,0.2693423547971001,0.28393984455229376,5v5,VGK,VGK,2025-10-15 18:12:13,VGK,D
JORDAN OESTERLE,593.9833333333333,1821.7166666666667,0.32605692432961586,0.2692150689655272,0.2871875813215303,5v5,NSH,BOS/NSH,2025-10-15 18:12:13,BOS,D
JORDAN OESTERLE,593.9833333333333,1821.7166666666667,0.32605692432961586,0.2692150689655272,0.2871875813215303,5v5,NSH,BOS/NSH,2025-10-15 18:12:13,NSH,D
JOONA KOPPANEN,126.35,555.3333333333334,0.22752100840336134,0.26915730839840796,0.2844959896603352,5v5,PIT,PIT,2025-10-15 18:12:13,PIT,F
DARNELL NURSE,1428.8166666666666,3780.6666666666665,0.3779271733380356,0.2691208056975109,0.2886209790956138,5v5,EDM,EDM,2025-10-15 18:12:13,EDM,D
A.J. GREER,728.0,3911.5333333333333,0.18611627153886795,0.26907231656461,0.27670788686893705,5v5,FLA,FLA,2025-10-15 18:12:13,FLA,F
JACOB GAUCHER,29.366666666666667,205.75,0.1427298501417578,0.26904130318984754,0.2707656050691591,5v5,PHI,PHI,2025-10-15 18:12:13,PHI,F
JACOB LUCCHINI,28.4,144.01666666666668,0.19719939821779886,0.26891670072990975,0.2796496108620509,5v5,NSH,NSH,2025-10-15 18:12:13,NSH,F
PATRICK BROWN,144.03333333333333,764.1166666666667,0.18849652103736342,0.2688864919390251,0.27915796893708517,5v5,BOS,BOS,2025-10-15 18:12:13,BOS,F
SHAYNE GOSTISBEHERE,994.2,3368.016666666667,0.29518856300196455,0.2688404971406091,0.2801142343037324,5v5,CAR,CAR,2025-10-15 18:12:13,CAR,D
NOAH JUULSEN,472.98333333333335,1694.25,0.27916974078992673,0.2685651970333419,0.29015980193233565,5v5,VAN,VAN,2025-10-15 18:12:13,VAN,D
ADAM WILSBY,372.76666666666665,1126.4166666666667,0.33093141969371903,0.2685141332424401,0.28539347613537597,5v5,NSH,NSH,2025-10-15 18:12:13,NSH,D
TOBIAS BJORNFOT,174.85,675.2833333333333,0.258928351062517,0.26850550888945623,0.28305862701670903,5v5,FLA,FLA,2025-10-15 18:12:13,FLA,D
LUCAS CARLSSON,212.81666666666666,637.7333333333333,0.3337079238971357,0.2684977433156191,0.2883224148900545,5v5,S.J,S.J,2025-10-15 18:12:13,S.J,D
KEVIN GRAVEL,99.06666666666666,303.73333333333335,0.32616330114135206,0.2684609658510948,0.2845082511827554,5v5,NSH,NSH,2025-10-15 18:12:13,NSH,D
NICK PERBIX,1044.2333333333333,3667.55,0.28472231689638405,0.26830437926620504,0.2817802942063081,5v5,T.B,T.B,2025-10-15 18:12:13,T.B,D
TY EMBERSON,977.35,3786.2166666666667,0.2581336690539809,0.26825375258634804,0.28294016128921,5v5,EDM,EDM,2025-10-15 18:12:13,EDM,D
CONNOR CLIFTON,956.9166666666666,3513.2166666666667,0.27237621742657486,0.26818622249546126,0.2840579744264357,5v5,BUF,BUF,2025-10-15 18:12:13,BUF,D
KARSEN DORWART,49.233333333333334,243.93333333333334,0.20183110139382346,0.26799968341015706,0.2700594773226205,5v5,PHI,PHI,2025-10-15 18:12:13,PHI,F
COLIN MILLER,818.4666666666667,2990.35,0.27370263235630166,0.267994216555974,0.28272706894396055,5v5,WPG,WPG,2025-10-15 18:12:13,WPG,D
BRETT KULAK,1476.4333333333334,4072.4166666666665,0.36254476252839224,0.26793306688111773,0.28693064562876947,5v5,EDM,EDM,2025-10-15 18:12:13,EDM,D
DAVID GUSTAFSSON,312.76666666666665,1820.6666666666667,0.17178689124862687,0.2679288956459716,0.2782080968177212,5v5,WPG,WPG,2025-10-15 18:12:13,WPG,F
ALEX PETROVIC,69.1,235.7,0.2931692829868477,0.26790125119671626,0.28011784149006663,5v5,DAL,DAL,2025-10-15 18:12:13,DAL,D
EMIL BEMSTROM,112.5,699.1166666666667,0.16091734808210362,0.26782477927783815,0.279274566691444,5v5,PIT,PIT,2025-10-15 18:12:13,PIT,F
OSKAR OLAUSSON,13.616666666666667,97.28333333333333,0.13996916224087716,0.26782089831936556,0.2752254567171805,5v5,COL,COL,2025-10-15 18:12:13,COL,F
VASILY PONOMAREV,63.1,351.03333333333336,0.17975500902098565,0.2677998635460564,0.28110172247732274,5v5,PIT,PIT,2025-10-15 18:12:13,PIT,F
DEVIN SHORE,463.8,2754.866666666667,0.16835660528035234,0.2677249456623768,0.27746279186084355,5v5,MIN,MIN,2025-10-15 18:12:13,MIN,F
SAM MALINSKI,1145.3166666666666,3739.15,0.30630401740145935,0.26756571512063587,0.2837756101691539,5v5,COL,COL,2025-10-15 18:12:13,COL,D
PIERRE-OLIVIER JOSEPH,649.85,2324.3,0.2795895538441681,0.2675445943479318,0.2838232587160249,5v5,PIT,STL/PIT,2025-10-15 18:12:13,PIT,D
PIERRE-OLIVIER JOSEPH,649.85,2324.3,0.2795895538441681,0.2675445943479318,0.2838232587160249,5v5,PIT,STL/PIT,2025-10-15 18:12:13,STL,D
SCOTT MAYFIELD,986.7333333333333,3307.116666666667,0.29836665373159904,0.2674544320753773,0.28480022827302837,5v5,NYI,NYI,2025-10-15 18:12:13,NYI,D
SAMUEL BOLDUC,5.933333333333334,46.36666666666667,0.12796549245147376,0.2674464853875688,0.30079627854590735,5v5,NYI,NYI,2025-10-15 18:12:13,NYI,D
CAM ATKINSON,319.71666666666664,1925.95,0.16600465571103437,0.2673741666159825,0.27503139912572927,5v5,T.B,T.B,2025-10-15 18:12:13,T.B,F
JUUSO VALIMAKI,637.8833333333333,2084.2833333333333,0.30604444373365747,0.26733510577626285,0.28251794855358414,5v5,UTA,UTA,2025-10-15 18:12:13,UTA,D
KAEDAN KORCZAK,588.1666666666666,2076.05,0.28331045334489374,0.2671884792411471,0.28207278975241185,5v5,VGK,VGK,2025-10-15 18:12:13,VGK,D
NATHAN CLURMAN,11.083333333333334,49.38333333333333,0.22443469456631793,0.26697882801545986,0.30186877041824833,5v5,PIT,PIT,2025-10-15 18:12:13,PIT,D
JAKE CHRISTIANSEN,803.8,3386.45,0.2373577049712826,0.26694362286662005,0.28455298843253324,5v5,CBJ,CBJ,2025-10-15 18:12:13,CBJ,D
PARKER WOTHERSPOON,886.05,2731.483333333333,0.3243841868581784,0.26690736419798045,0.28611581349703796,5v5,BOS,BOS,2025-10-15 18:12:13,BOS,D
JACOB BERNARD-DOCKER,530.9333333333333,1953.8333333333333,0.27173931587477607,0.26683208527405633,0.28118704999397215,5v5,BUF,OTT/BUF,2025-10-15 18:12:13,OTT,D
JACOB BERNARD-DOCKER,530.9333333333333,1953.8333333333333,0.27173931587477607,0.26683208527405633,0.28118704999397215,5v5,BUF,OTT/BUF,2025-10-15 18:12:13,BUF,D
LUKE GLENDENING,684.4166666666666,3804.5333333333333,0.17989503749912386,0.26681743177610007,0.2776153644290304,5v5,T.B,T.B,2025-10-15 18:12:13,T.B,F
IAN MITCHELL,215.35,753.25,0.28589445735147695,0.26678488395471867,0.28375052299952214,5v5,BOS,BOS,2025-10-15 18:12:13,BOS,D
MICHAEL CALLAHAN,222.18333333333334,845.7666666666667,0.2627005084144563,0.2667209382564767,0.2857915926645928,5v5,BOS,BOS,2025-10-15 18:12:13,BOS,D
NOAH OSTLUND,78.66666666666667,414.46666666666664,0.18980215538040857,0.2666673362939634,0.27823953501657206,5v5,BUF,BUF,2025-10-15 18:12:13,BUF,F
BRAYDEN PACHAL,976.3,3727.0666666666666,0.2619486280542339,0.26660420733489876,0.28266584353359336,5v5,CGY,CGY,2025-10-15 18:12:13,CGY,D
TOMAS NOSEK,509.26666666666665,2830.95,0.1798924978069788,0.2665548131065177,0.2751649086304237,5v5,FLA,FLA,2025-10-15 18:12:13,FLA,F
CONOR SHEARY,55.15,236.51666666666668,0.23317595659220633,0.2665254162518083,0.27537375339541803,5v5,T.B,T.B,2025-10-15 18:12:13,T.B,F
DENNIS GILBERT,290.95,1382.8166666666666,0.21040388578866806,0.2665251695037552,0.275157792161361,5v5,OTT,BUF/OTT,2025-10-15 18:12:13,BUF,D
DENNIS GILBERT,290.95,1382.8166666666666,0.21040388578866806,0.2665251695037552,0.275157792161361,5v5,OTT,BUF/OTT,2025-10-15 18:12:13,OTT,D
MATT MARTIN,270.4166666666667,1627.35,0.16616994909925134,0.26641850666918276,0.27529117084436966,5v5,NYI,NYI,2025-10-15 18:12:13,NYI,F
QUINN HUTSON,26.4,88.61666666666666,0.2979123565920632,0.2663142836866236,0.2726965089266394,5v5,EDM,EDM,2025-10-15 18:12:13,EDM,F
MARC-EDOUARD VLASIC,370.76666666666665,1343.0,0.2760734673616282,0.26629358819150634,0.284193309455289,5v5,S.J,S.J,2025-10-15 18:12:13,S.J,D
ERIK GUDBRANSON,238.51666666666668,816.85,0.29199567444043173,0.26625935657633765,0.2838225388375489,5v5,CBJ,CBJ,2025-10-15 18:12:13,CBJ,D
NATE SCHMIDT,1139.1333333333334,3862.6,0.29491361604446054,0.2660340332006163,0.28382859496973545,5v5,FLA,FLA,2025-10-15 18:12:13,FLA,D
MARC DEL GAIZO,708.3833333333333,2222.5,0.31873265841769777,0.2659028963888741,0.2852310145138074,5v5,NSH,NSH,2025-10-15 18:12:13,NSH,D
UVIS BALINSKIS,996.5,3666.4666666666667,0.2717875520482935,0.2658618390389894,0.2819136155680934,5v5,FLA,FLA,2025-10-15 18:12:13,FLA,D
SCOTT SABOURIN,10.45,55.7,0.18761220825852784,0.2658360215566444,0.2649080537205109,5v5,S.J,S.J,2025-10-15 18:12:13,S.J,F
DAVID SAVARD,972.95,3617.1666666666665,0.2689812468322352,0.2657644577157196,0.2822715010179655,5v5,MTL,MTL,2025-10-15 18:12:13,MTL,D
JUSTIN HOLL,985.7166666666667,3648.45,0.2701740921944022,0.26573183498925335,0.2837027779490618,5v5,DET,DET,2025-10-15 18:12:13,DET,D
JACOB MOVERARE,567.1666666666666,2447.133333333333,0.23176778271174436,0.2655677141148486,0.2795097951133132,5v5,L.A,L.A,2025-10-15 18:12:13,L.A,D
SEAN WALKER,1237.25,3957.75,0.3126144905565031,0.2654281098449293,0.2817555710538499,5v5,CAR,CAR,2025-10-15 18:12:13,CAR,D
JOSH BROWN,109.6,488.1333333333333,0.22452881726304288,0.26542729775493784,0.2801118342640212,5v5,EDM,EDM,2025-10-15 18:12:13,EDM,D
ANDREAS ENGLUND,440.45,1723.3666666666666,0.2555753273631071,0.2653952814401362,0.28218370136108734,5v5,NSH,L.A/NSH,2025-10-15 18:12:13,NSH,D
ANDREAS ENGLUND,440.45,1723.3666666666666,0.2555753273631071,0.2653952814401362,0.28218370136108734,5v5,NSH,L.A/NSH,2025-10-15 18:12:13,L.A,D
JAKE BEAN,923.6,3124.2833333333333,0.29561979547309514,0.2653551920368726,0.28360623692469983,5v5,CGY,CGY,2025-10-15 18:12:13,CGY,D
ZACH BOGOSIAN,1113.35,4045.95,0.2751764109788801,0.2652538199355094,0.2832929849269403,5v5,MIN,MIN,2025-10-15 18:12:13,MIN,D
RASMUS ASPLUND,45.56666666666667,274.26666666666665,0.1661400097228974,0.2651123660584373,0.27243943534096104,5v5,FLA,FLA,2025-10-15 18:12:13,FLA,F
JOSHUA DUNNE,13.883333333333333,97.33333333333333,0.14263698630136987,0.26502188060435905,0.263748299084879,5v5,BUF,BUF,2025-10-15 18:12:13,BUF,F
ROBERT BORTUZZO,160.6,817.7166666666667,0.19640054623647146,0.26497480882428587,0.2790860072423211,5v5,UTA,UTA,2025-10-15 18:12:13,UTA,D
ERIK BRANNSTROM,369.5,1335.5666666666666,0.2766615918336786,0.26495073886201576,0.2820938369508865,5v5,VAN,VAN,2025-10-15 18:12:13,VAN,D
JARET ANDERSON-DOLAN,68.8,363.48333333333335,0.18927965518822504,0.26488765771446554,0.2830695465957505,5v5,WPG,WPG,2025-10-15 18:12:13,WPG,F
TYSON BARRIE,177.36666666666667,629.4,0.2818027751297532,0.2648569600170879,0.28236365909127975,5v5,CGY,CGY,2025-10-15 18:12:13,CGY,D
